gauge_id,country,gauge_name,water_body_name,id6,water_body_type,gauge_lon,gauge_lat,gauge_easting,gauge_northing,gauge_elevation,area,elev_mean,elev_min,elev_percentile10,elev_percentile25,elev_percentile50,elev_percentile75,elev_percentile90,elev_max,slope_mean,flat_area_perc,steep_area_perc,ind_start_date,ind_end_date,ind_number_of_years,p_mean,pet_mean,aridity,p_seasonality,frac_snow,high_prec_freq,high_prec_dur,high_prec_timing,low_prec_freq,low_prec_dur,low_prec_timing,sign_start_date,sign_end_date,sign_number_of_years,q_mean,runoff_ratio,stream_elas,slope_fdc,baseflow_index_landson,hfd_mean,Q5,Q95,high_q_freq,high_q_dur,low_q_freq,low_q_dur,zero_q_freq,sand_perc,sand_perc_5,sand_perc_25,sand_perc_50,sand_perc_75,sand_perc_90,sand_perc_skewness,sand_perc_missing,silt_perc,silt_perc_5,silt_perc_25,silt_perc_50,silt_perc_75,silt_perc_90,silt_perc_skewness,silt_perc_missing,clay_perc,clay_perc_5,clay_perc_25,clay_perc_50,clay_perc_75,clay_perc_90,clay_perc_skewness,clay_perc_missing,organic_perc,organic_perc_5,organic_perc_25,organic_perc_50,organic_perc_75,organic_perc_90,organic_perc_skewness,organic_perc_missing,bulk_dens,bulk_dens_5,bulk_dens_25,bulk_dens_50,bulk_dens_75,bulk_dens_90,bulk_dens_skewness,bulk_dens_missing,tot_avail_water,tot_avail_water_5,tot_avail_water_25,tot_avail_water_50,tot_avail_water_75,tot_avail_water_90,tot_avail_water_skewness,tot_avail_water_missing,root_depth,root_depth_5,root_depth_25,root_depth_50,root_depth_75,root_depth_90,root_depth_skewness,root_depth_missing,coarse_fragm_perc,coarse_fragm_perc_5,coarse_fragm_perc_25,coarse_fragm_perc_50,coarse_fragm_perc_75,coarse_fragm_perc_90,coarse_fragm_perc_skewness,coarse_fragm_perc_missing,porosity,porosity_5,porosity_25,porosity_50,porosity_75,porosity_90,porosity_skewness,porosity_missing,conductivity,conductivity_5,conductivity_25,conductivity_50,conductivity_75,conductivity_90,conductivity_skewness,conductivity_missing,geo_porosity,geo_log10_permeability,unconsol_sediments,siliciclastic_sedimentary,mixed_sedimentary,carbonate_sedimentary,pyroclastic,acid_volcanic,basic_volcanic,acid_plutonic,intermediate_plutonic,basic_plutonic,metamorphics,water_geo,ice_geo,crop_perc,grass_perc,scrub_perc,dwood_perc,mixed_wood_perc,ewood_perc,wetlands_perc,inwater_perc,ice_perc,loose_rock_perc,rock_perc,urban_perc,dom_land_cover,glac_area,glac_vol,glac_mass,glac_area_neighbours,n_inhabitants,dens_inhabitants,hp_count,hp_qturb,hp_inst_turb,hp_max_power,num_reservoir,reservoir_cap,reservoir_he,reservoir_fs,reservoir_irr,reservoir_nousedata,reservoir_year_first,reservoir_year_last,unconsol_coarse_perc,unconsol_medium_perc,unconsol_fine_perc,unconsol_imperm_perc,hardrock_perc,hardrock_imperm_perc,karst_perc,water_perc,null_perc,ext_area_perc
4014,DE,Friedrichshafen,Rotach,RotFri,stream,9.5,47.66,2754561,1280746,401.0,130.3,568.39,400.07,447.28,491.13,569.72,630.09,694.87,837.07,4.54,45.46,2.42,1982-10-01,2018-09-30,36,2.731,1.697,0.621,,,18.306,1.171,jja,230.056,3.845,son,1982-10-01,2018-09-30,36,1.243,0.455,1.295,2.087,0.558,159.472,0.265,3.798,5.389,1.617,13.194,4.241,0.0,46.538,34.456,38.552,39.904,50.954,65.637,0.488,0.0,29.707,17.455,25.119,33.078,34.705,34.976,-0.403,0.0,23.755,15.741,18.09,26.917,27.369,28.077,-0.583,0.0,0.971,0.448,0.449,0.451,0.471,0.534,0.12,0.0,1.387,1.35,1.357,1.369,1.441,1.494,0.121,0.0,102.682,79.935,83.325,104.262,111.341,112.129,-0.078,0.0,1.3,0.065,0.325,0.65,0.975,1.235,2332.011,0.0,8.56,2.448,3.435,3.795,17.256,22.275,0.615,0.0,43.908,42.707,43.345,43.852,44.423,45.246,0.073,0.0,111.375,68.928,75.138,119.55,135.07,156.832,-0.247,0.0,0.0,-11.616,69.55,0.0,30.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.89,7.9,6.82,0.0,4.35,20.73,0.67,0.0,0.0,0.0,0.0,5.64,crop_perc,0.0,0.0,0.0,0.0,27066,207.721,0,0.0,0.0,0.0,0,0.0,,,,,,,0.0,7.96,53.35,1.2,0.0,24.09,0.0,0.0,13.4,0.0
4015,DE,Gerbertshaus,Schussen,SchGer,stream,9.53,47.67,2757417,1282317,405.0,787.3,581.34,404.06,457.56,546.17,587.16,634.23,671.87,776.07,3.68,55.33,1.15,1981-10-01,2018-09-30,37,2.811,1.733,0.617,,,17.271,1.17,jja,223.355,3.746,son,1981-10-01,2018-09-30,37,1.239,0.441,1.366,1.423,0.661,167.811,0.413,3.246,1.0,1.276,0.135,2.5,0.0,44.04,36.276,37.93,37.965,40.879,67.787,0.495,0.0,31.277,18.305,34.467,34.59,34.745,35.267,-0.44,0.0,24.683,15.682,25.22,27.129,27.423,27.687,-0.497,0.0,0.479,0.444,0.449,0.45,0.46,0.532,0.035,0.0,1.391,1.357,1.36,1.368,1.379,1.496,0.361,0.0,103.672,80.273,103.89,110.614,110.867,111.935,-0.516,0.0,1.3,1.3,1.3,1.3,1.3,1.3,inf,0.0,7.303,2.735,3.338,3.694,8.468,20.422,0.501,0.0,44.097,42.688,43.352,43.879,44.638,46.372,0.194,0.01,91.569,9.569,69.057,80.473,121.205,156.283,0.254,0.01,0.001,-11.785,91.9,2.14,5.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,39.24,25.22,1.58,0.1,8.62,17.57,1.01,0.22,0.0,0.06,0.0,6.39,crop_perc,0.0,0.0,0.0,0.0,192444,244.435,0,0.0,0.0,0.0,0,0.0,,,,,,,2.15,3.29,37.16,7.4,0.0,3.71,0.0,0.26,46.03,0.0
4016,DE,Giessen,Argen,ArgGie,stream,9.6,47.63,2762148,1277486,425.0,647.9,712.81,422.87,544.71,608.59,689.63,803.33,921.5,1242.71,6.42,32.08,8.41,1981-10-01,2018-09-30,37,4.208,1.638,0.389,,,16.244,1.207,jja,205.274,3.562,son,1981-10-01,2018-09-30,37,2.685,0.638,1.241,2.105,0.571,172.351,0.685,7.671,2.351,1.338,4.297,4.818,0.0,43.641,32.425,37.617,37.966,43.236,67.365,0.416,0.0,31.035,16.854,30.579,34.549,34.732,38.156,-0.446,0.0,25.325,15.465,22.62,27.08,27.486,28.228,-0.224,0.0,0.52,0.436,0.449,0.451,0.511,0.591,0.263,0.0,1.385,1.241,1.359,1.363,1.389,1.501,0.296,0.0,99.156,65.083,83.58,110.433,110.729,111.512,-0.631,0.0,1.258,0.54,0.7,0.9,1.1,1.26,2.01,0.0,8.079,3.261,3.381,3.531,12.845,20.209,0.642,0.0,46.326,44.254,45.403,46.338,47.185,48.572,-0.009,0.0,34.241,3.779,9.372,34.556,56.023,79.978,-0.01,0.0,0.035,-12.193,72.53,0.97,26.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,12.7,55.98,0.44,0.0,2.0,25.42,0.81,0.07,0.0,0.07,0.0,2.5,grass_perc,0.0,0.0,0.0,0.0,88961,137.307,0,0.0,0.0,0.0,0,0.0,,,,,,,11.53,2.35,55.79,5.21,3.23,18.8,0.0,0.29,2.79,0.01
4017,DE,Rainpadent,Wolfegger_Aach,WoARai,stream,9.64,47.83,2764716,1299791,453.0,164.1,652.66,451.09,595.61,634.92,657.79,681.03,706.29,776.07,3.98,50.07,1.54,1981-10-01,2018-09-30,37,3.208,1.731,0.54,,,17.838,1.174,jja,221.031,3.772,son,1981-10-01,2018-09-30,37,1.667,0.52,1.433,1.547,0.663,169.946,0.623,4.234,0.405,1.364,0.0,0.0,0.0,43.209,35.48,37.532,39.118,40.66,63.671,0.344,0.0,31.728,20.273,34.492,34.65,34.845,37.403,-0.4,0.0,25.064,16.056,26.88,27.102,27.325,27.999,-0.431,0.0,0.456,0.448,0.449,0.45,0.454,0.514,0.276,0.0,1.388,1.355,1.36,1.369,1.378,1.487,0.346,0.0,104.66,80.389,110.402,110.629,110.856,111.873,-0.478,0.0,1.3,1.3,1.3,1.3,1.3,1.3,inf,0.0,6.63,3.283,3.492,3.753,4.207,19.71,0.429,0.0,45.162,43.229,44.06,44.867,46.008,47.749,0.208,0.04,50.896,4.26,11.779,55.801,75.292,120.873,-0.118,0.04,0.003,-11.822,95.31,0.0,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,9.17,51.76,0.0,0.0,10.29,22.93,1.88,0.69,0.0,0.0,0.0,3.28,grass_perc,0.0,0.0,0.0,0.0,20285,123.614,0,0.0,0.0,0.0,0,0.0,,,,,,,1.01,0.0,65.07,17.92,0.0,4.23,0.0,1.09,10.68,0.0
4018,DE,Durlesbach,Schussen,SchDur,stream,9.68,47.9,2767294,1308232,499.0,273.9,597.95,498.8,564.03,575.36,589.39,618.21,644.55,740.78,3.23,61.59,0.64,1985-10-01,2018-09-30,33,2.557,1.717,0.671,,,17.455,1.157,jja,228.974,3.832,son,1985-10-01,2018-09-30,33,0.94,0.368,1.515,1.551,0.693,169.485,0.313,2.314,0.394,1.444,1.121,2.176,0.0,41.354,36.365,37.924,37.955,37.987,66.501,0.353,0.0,32.832,20.646,34.501,34.595,34.689,36.746,-0.303,0.0,25.814,16.339,26.955,27.218,27.476,27.677,-0.352,0.0,0.515,0.443,0.448,0.45,0.451,0.521,0.047,0.0,1.377,1.357,1.359,1.364,1.378,1.481,0.187,0.0,106.885,81.229,110.458,110.682,110.906,111.984,-0.318,0.0,1.3,1.3,1.3,1.3,1.3,1.3,-inf,0.0,5.704,2.681,3.25,3.573,3.896,18.565,0.344,0.0,43.64,42.503,43.081,43.568,44.092,45.049,0.091,0.0,97.443,49.924,69.561,80.522,126.245,156.758,0.45,0.0,0.002,-11.687,97.99,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,45.56,21.84,0.0,0.0,5.07,20.22,1.64,0.21,0.0,0.0,0.0,5.45,crop_perc,0.0,0.0,0.0,0.0,45280,165.316,0,0.0,0.0,0.0,0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
4019,DE,Aeschach,Oberreitnauer_Ach,ObAAes,stream,9.7,47.56,2770127,1269841,400.0,29.8,494.86,397.34,433.64,471.16,501.14,525.09,541.33,579.93,4.25,41.28,0.35,2010-10-01,2020-09-30,10,3.909,2.036,0.521,,,19.697,1.18,jja,224.669,3.764,son,2010-10-01,2020-09-30,10,2.011,0.514,1.71,2.479,0.48,161.3,0.298,6.472,7.801,1.444,37.205,4.326,0.0,45.997,33.434,37.631,43.977,50.965,65.639,0.146,0.89,29.902,18.62,30.947,33.198,34.94,38.496,-0.39,0.89,24.102,15.741,18.089,22.825,27.429,28.07,0.236,0.89,0.455,0.448,0.449,0.45,0.456,0.503,0.317,0.89,1.4,1.351,1.361,1.399,1.441,1.494,0.008,0.89,102.27,79.935,83.323,97.275,110.987,111.984,0.354,0.89,1.288,0.065,0.325,0.65,0.975,1.235,5.241,0.0,7.448,3.286,3.505,3.779,7.452,22.767,0.531,0.89,44.993,43.86,44.256,44.897,45.472,46.705,0.103,0.0,61.497,10.046,52.749,69.126,75.389,101.299,-0.258,0.0,0.001,-11.884,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.13,53.36,1.04,0.0,0.0,19.89,0.0,0.0,0.0,0.0,0.0,17.59,grass_perc,0.0,0.0,0.0,0.0,13283,445.738,0,0.0,0.0,0.0,0,0.0,,,,,,,0.0,0.0,87.13,12.54,0.0,0.0,0.0,0.33,0.0,0.0
4020,DE,Rengers,Untere_Argen,UnARen,stream,9.82,47.7,2778611,1286497,560.0,265.3,791.3,556.29,664.39,694.18,751.34,886.61,970.76,1242.71,7.2,30.83,12.53,1981-10-01,2018-09-30,37,4.356,1.665,0.382,,,16.325,1.208,jja,204.517,3.579,son,1981-10-01,2018-09-30,37,2.73,0.627,1.368,2.388,0.542,174.459,0.698,8.381,4.108,1.462,1.676,3.875,0.0,42.291,25.92,37.476,37.975,42.311,70.442,0.302,0.0,31.196,15.034,29.763,34.507,34.689,38.683,-0.424,0.0,26.513,14.524,24.168,27.03,27.545,39.517,-0.053,0.0,0.572,0.429,0.45,0.477,0.532,1.302,0.278,0.0,1.374,1.224,1.358,1.364,1.383,1.517,0.122,0.0,96.726,47.552,83.378,103.953,110.618,111.122,-0.359,0.0,1.225,0.54,0.7,0.9,1.1,1.26,1.396,0.0,7.898,3.271,3.429,4.525,11.325,17.609,0.558,0.0,46.652,44.75,45.765,46.638,47.457,48.847,0.011,0.0,30.626,3.698,8.969,24.412,55.191,78.673,0.209,0.0,0.06,-12.499,62.07,0.0,37.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,6.16,56.16,0.33,0.0,3.98,29.95,1.25,0.16,0.0,0.0,0.0,2.02,grass_perc,0.0,0.0,0.0,0.0,28718,108.247,0,0.0,0.0,0.0,0,0.0,,,,,,,10.44,1.37,43.95,4.94,5.06,30.89,0.0,0.34,3.01,0.0
4021,DE,Epplings,Obere_Argen,ObAEpp,stream,9.86,47.68,2782003,1283522,566.0,165.6,761.48,563.85,635.43,671.57,729.76,838.31,918.63,1239.45,7.2,26.08,10.01,1983-10-01,2018-09-30,35,4.644,1.589,0.342,,,16.514,1.189,jja,203.739,3.558,son,1983-10-01,2018-09-30,35,2.939,0.633,1.251,1.994,0.543,177.086,0.799,8.796,4.771,1.369,2.0,4.118,0.0,46.202,33.242,37.59,39.843,51.81,67.797,0.436,0.0,29.761,16.564,27.424,34.518,34.691,38.758,-0.54,0.0,24.037,15.396,17.954,26.967,27.434,28.182,-0.392,0.0,0.52,0.445,0.45,0.456,0.504,0.576,0.235,0.0,1.398,1.307,1.36,1.364,1.444,1.502,0.458,0.0,96.702,65.884,81.506,110.38,110.722,111.619,-0.744,0.0,1.256,0.54,0.7,0.9,1.1,1.26,1.954,0.0,9.317,3.265,3.4,4.09,16.039,21.744,0.692,0.0,46.978,45.384,46.327,46.905,47.57,48.771,0.072,0.0,29.236,3.652,8.737,16.415,55.155,70.474,0.452,0.0,0.04,-12.257,64.18,0.0,35.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.35,61.92,0.0,0.0,0.0,25.95,0.02,0.0,0.0,0.0,0.0,0.76,grass_perc,0.0,0.0,0.0,0.0,16270,98.249,0,0.0,0.0,0.0,0,0.0,,,,,,,18.018,0.0,55.394,2.32,4.52,19.568,0.0,0.1,0.08,0.0
4022,DE,Lochhammer,Giessbach,GieLoc,stream,9.9,47.68,2784788,1284414,590.0,29.8,672.12,592.14,632.67,658.68,673.91,688.39,703.61,758.54,3.96,46.26,0.72,1996-10-01,2018-09-30,22,3.994,1.717,0.43,,,17.91,1.198,jja,212.331,3.646,son,1996-10-01,2018-09-30,22,2.435,0.61,1.032,2.413,0.448,161.409,0.388,8.576,11.592,1.594,39.821,5.725,0.0,44.395,33.374,37.331,43.175,49.141,64.745,0.096,0.0,30.871,19.371,31.923,33.396,35.194,38.546,-0.323,0.0,24.734,15.884,18.936,23.429,27.475,28.08,0.26,0.0,0.454,0.448,0.449,0.45,0.452,0.497,0.258,0.0,1.392,1.351,1.36,1.394,1.432,1.491,-0.033,0.0,103.922,80.141,85.638,99.082,111.058,111.999,0.368,0.0,1.3,1.3,1.3,1.3,1.3,1.3,inf,0.0,6.68,3.282,3.485,3.74,3.995,21.822,0.453,0.0,46.995,44.884,45.862,47.153,48.111,49.133,-0.119,0.0,21.754,4.064,10.801,19.222,51.944,74.609,0.091,0.0,0.001,-11.902,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,74.14,0.0,0.0,0.0,23.12,0.11,0.0,0.0,0.0,0.0,0.85,grass_perc,0.0,0.0,0.0,0.0,2479,83.188,0,0.0,0.0,0.0,0,0.0,,,,,,,0.0,0.0,89.99,9.24,0.0,0.22,0.0,0.55,0.0,0.0
4023,DE,Zwirkenberg,Obere_Argen,ObAZwi,stream,9.97,47.65,2790192,1280672,617.0,103.3,821.6,614.86,696.81,741.16,813.8,885.46,960.42,1239.45,8.62,17.79,14.59,1981-10-01,2018-09-30,37,4.981,1.565,0.314,,,15.703,1.195,jja,201.328,3.5,son,1981-10-01,2018-09-30,37,3.211,0.645,1.173,2.013,0.541,179.703,0.772,9.859,3.843,1.291,6.171,3.8,0.0,46.119,30.603,37.542,40.092,52.054,67.963,0.4,0.0,29.647,16.432,27.0,34.482,34.682,39.777,-0.536,0.0,24.234,15.369,17.914,26.851,27.44,31.342,-0.31,0.0,0.557,0.448,0.45,0.47,0.521,0.685,0.255,0.0,1.396,1.275,1.359,1.365,1.445,1.503,0.384,0.0,94.084,50.372,80.708,102.673,110.645,111.543,-0.431,0.0,1.23,0.54,0.7,0.9,1.1,1.26,1.454,0.0,9.729,3.274,3.449,6.302,15.981,21.159,0.476,0.0,47.066,45.898,46.512,46.941,47.473,48.735,0.147,0.0,32.199,3.822,9.589,43.815,55.853,70.518,-0.414,0.0,0.064,-12.52,46.18,0.0,53.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.56,58.24,0.0,0.0,0.0,27.22,0.0,0.0,0.0,0.0,0.0,0.98,grass_perc,0.0,0.0,0.0,0.0,11340,109.777,0,0.0,0.0,0.0,0,0.0,,,,,,,25.06,0.0,38.8,0.0,7.24,28.9,0.0,0.0,0.0,0.0
4024,DE,Oberstaufen,Weissach,WeiObe,stream,10.02,47.54,2793982,1268955,659.0,60.6,1156.16,658.46,855.75,979.24,1172.62,1310.65,1435.37,1789.2,18.15,3.74,58.01,1981-10-01,2018-09-30,37,6.074,1.635,0.269,,,15.027,1.209,jja,193.95,3.382,son,1981-10-01,2018-09-30,37,4.682,0.771,1.233,2.445,0.515,202.0,0.861,15.095,4.487,1.23,23.784,5.867,0.0,38.421,25.83,37.509,39.62,41.807,43.74,-0.14,0.0,34.025,28.5,31.823,34.518,34.664,39.047,-0.114,0.0,27.554,19.304,22.772,25.48,27.106,41.979,0.225,0.0,0.615,0.455,0.497,0.522,0.533,1.168,0.248,0.0,1.358,1.247,1.359,1.371,1.382,1.411,-0.222,0.0,97.605,49.392,88.146,102.384,103.919,110.734,-0.265,0.0,1.215,0.598,0.799,0.966,1.133,1.267,1.025,0.0,8.808,3.328,4.541,10.076,11.093,14.599,-0.329,0.0,48.359,46.511,47.076,48.511,49.564,50.495,-0.117,0.0,36.925,12.489,27.463,30.504,53.863,78.481,0.318,0.0,0.113,-13.318,3.04,0.0,96.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,38.89,5.83,0.55,19.55,32.94,0.93,0.0,0.0,0.0,0.0,0.96,grass_perc,0.0,0.0,0.0,0.0,1095,18.069,0,0.0,0.0,0.0,0,0.0,,,,,,,2.25,0.0,6.42,0.0,0.0,91.33,0.0,0.0,0.0,0.0
4025,DE,Beutelsau,Untere_Argen,UnABeu,stream,10.05,47.72,2796065,1288215,691.0,131.7,885.44,690.75,745.1,805.43,884.29,952.51,1020.2,1242.71,9.79,16.73,21.8,1983-10-01,2018-09-30,35,4.818,1.676,0.348,,,16.371,1.217,jja,201.367,3.494,,1983-10-01,2018-09-30,35,2.782,0.577,1.38,2.616,0.471,179.8,0.368,9.492,8.771,1.607,46.056,7.902,0.0,42.847,22.573,36.916,39.204,43.238,74.43,0.21,0.0,29.586,13.262,28.414,34.325,34.583,39.758,-0.542,0.0,27.567,12.308,20.909,26.398,27.814,45.36,0.093,0.0,0.64,0.423,0.472,0.523,0.555,1.648,0.29,0.0,1.369,1.223,1.318,1.365,1.385,1.548,0.033,0.0,90.412,46.741,76.477,102.38,106.051,110.742,-0.533,0.0,1.176,0.54,0.7,0.9,1.1,1.26,0.955,0.0,8.672,3.349,3.912,8.185,11.489,16.626,0.098,0.0,47.156,45.693,46.407,46.976,47.686,49.344,0.164,0.0,28.655,3.675,8.854,15.864,54.64,76.799,0.452,0.0,0.105,-13.212,34.37,0.0,65.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.07,52.33,0.0,0.0,4.69,32.32,0.44,0.0,0.0,0.0,0.0,1.16,grass_perc,0.0,0.0,0.0,0.0,9624,73.075,0,0.0,0.0,0.0,0,0.0,,,,,,,12.43,0.0,23.13,0.0,10.19,51.66,0.0,0.1,2.48,0.01
4026,DE,Seltmans,Untere_Argen,UnASel,stream,10.08,47.65,2798807,1280563,761.0,67.8,928.2,761.79,817.84,859.98,918.57,978.45,1045.52,1242.71,9.94,12.47,19.42,1981-10-01,2018-09-30,36,5.047,1.612,0.319,,,16.5,1.222,jja,199.472,3.447,son,1981-10-01,2018-09-30,36,3.451,0.684,1.333,2.603,0.464,178.806,0.531,11.886,8.639,1.481,40.083,6.5,0.0,46.458,23.835,36.933,40.578,53.698,76.427,0.3,0.0,27.635,12.374,23.287,33.249,34.457,36.263,-0.586,0.0,25.907,11.199,17.88,25.359,27.616,44.893,0.042,0.0,0.595,0.414,0.478,0.522,0.546,1.193,0.23,0.0,1.39,1.223,1.318,1.374,1.461,1.564,0.135,0.0,91.888,47.343,77.234,101.911,103.994,109.946,-0.524,0.0,1.241,0.54,0.7,0.9,1.1,1.26,1.634,0.0,9.791,3.63,4.902,10.258,13.206,16.746,-0.094,0.0,47.478,45.927,46.694,47.238,48.006,49.73,0.208,0.0,24.682,3.555,8.253,14.126,53.762,69.391,0.399,0.0,0.1,-13.072,33.14,0.0,66.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.49,57.4,0.0,0.0,0.0,30.97,0.0,0.0,0.0,0.0,0.0,1.13,grass_perc,0.0,0.0,0.0,0.0,4594,67.758,0,0.0,0.0,0.0,0,0.0,,,,,,,11.57,0.0,30.22,0.0,18.65,37.96,0.0,0.0,1.6,0.0
5001,FR,Saint-Genis-Pouilly,L'Allondon,AllSGe,stream,6.01,46.24,2490131,1121868,437.0,38.9,894.67,435.42,468.89,518.24,776.73,1271.34,1508.78,1718.65,12.82,21.95,43.7,1990-10-01,2018-09-30,22,4.093,2.044,0.499,-0.091,0.024,20.456,1.178,djf,229.787,4.209,,1990-10-01,2018-09-30,22,1.844,0.45,1.504,3.423,0.478,136.091,0.089,6.369,10.882,1.975,95.205,12.828,0.0,37.603,35.505,36.726,37.45,38.433,43.027,0.055,0.0,39.775,32.086,34.657,40.961,43.418,43.884,-0.231,0.0,22.622,17.595,20.21,22.14,27.046,27.317,0.137,0.0,1.127,0.426,0.464,0.546,1.218,1.948,0.729,0.0,1.388,1.365,1.379,1.386,1.4,1.446,0.127,0.0,71.196,48.311,48.856,53.354,103.485,109.431,0.616,0.0,0.725,0.322,0.409,0.551,0.905,1.221,0.386,0.0,9.983,3.907,6.613,7.848,13.674,16.618,0.401,0.0,46.518,43.694,44.45,45.481,48.586,50.851,0.418,0.0,51.602,2.628,3.617,50.451,75.717,127.155,0.026,0.0,0.07,-11.914,10.17,35.03,17.54,37.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.12,25.9,0.0,25.66,1.28,15.65,0.0,0.0,0.0,0.61,0.0,10.77,grass_perc,0.0,0.0,0.0,0.0,7294,187.506,0,0.0,0.0,0.0,0,0.0,,,,,,,0.0,0.0,39.52,0.0,0.0,0.0,60.48,0.0,0.0,0.0
5002,FR,Échenevex_[Naz-Dessous],L'Allondon,AllEch,stream,6.03,46.3,2491361,1128442,574.0,2.2,1130.92,573.74,650.43,832.68,1138.99,1430.08,1564.36,1672.69,17.66,0.56,69.12,1994-10-01,2018-09-30,23,4.888,1.785,0.365,,,19.828,1.154,djf,223.368,4.087,son,1994-10-01,2018-09-30,23,17.849,3.65,1.684,3.944,0.427,146.435,0.0,65.964,13.571,1.753,110.571,13.741,0.076,35.892,35.318,35.789,36.378,36.968,37.728,-0.44,0.0,41.611,35.469,38.577,42.462,43.463,43.893,-0.261,0.0,22.497,19.301,20.504,22.162,24.773,26.862,0.137,0.0,0.716,0.458,0.501,0.555,1.288,1.962,0.321,0.0,1.384,1.364,1.373,1.384,1.397,1.407,-0.012,0.0,60.334,48.3,48.804,53.336,82.126,105.159,0.295,0.0,0.622,0.321,0.407,0.552,0.926,1.225,0.217,0.0,7.746,3.639,5.274,7.317,11.487,15.097,0.128,0.0,47.698,44.832,46.405,48.488,48.866,49.375,-0.495,0.0,29.968,4.488,12.921,23.461,69.781,81.553,0.183,0.0,0.101,-12.44,0.0,15.32,19.17,65.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,37.73,0.0,18.31,0.0,42.62,0.0,0.0,0.0,0.0,0.0,0.01,ewood_perc,0.0,0.0,0.0,0.0,58,26.364,0,0.0,0.0,0.0,0,0.0,,,,,,,0.0,0.0,11.12,0.0,0.0,0.0,88.88,0.0,0.0,0.0
5003,FR,Saint-Julien-en-Genevois_[Thairy],L'Aire,AirSJu,stream,6.07,46.14,2493958,1110794,438.0,46.6,698.01,443.13,498.0,533.31,641.84,797.16,1033.34,1371.36,7.96,30.99,13.15,1981-10-01,2018-09-30,35,3.461,2.065,0.596,0.003,0.027,21.457,1.188,son,243.767,4.709,jja,1981-10-01,2018-09-30,35,1.174,0.339,1.372,4.255,0.402,134.429,0.02,4.681,22.119,2.25,127.999,10.741,0.007,38.295,35.482,36.61,38.058,40.029,41.606,0.111,0.0,35.975,34.067,34.335,34.669,38.699,42.14,0.407,0.0,25.731,22.201,23.805,25.052,26.219,27.151,0.304,0.0,0.706,0.456,0.488,0.528,0.711,1.43,0.386,0.0,1.37,1.363,1.368,1.374,1.381,1.385,-0.453,0.0,86.472,44.438,48.503,67.467,89.192,106.572,0.604,0.0,0.957,0.334,0.472,0.735,1.018,1.244,0.498,0.0,7.636,3.539,4.772,6.314,9.507,18.701,0.189,0.0,44.688,43.417,43.867,44.241,45.024,47.849,0.343,0.0,75.627,44.74,67.106,69.123,80.856,126.018,0.242,0.0,0.055,-11.293,11.98,67.28,7.99,12.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.15,25.73,0.0,10.95,10.74,0.0,0.0,0.0,0.0,0.0,0.0,15.42,crop_perc,0.0,0.0,0.0,0.0,12598,270.343,0,0.0,0.0,0.0,0,0.0,,,,,,,1.72,2.43,76.85,0.0,0.65,6.12,12.23,0.0,0.0,0.0
